000000000000000000000000000000000000 -> 0000000
142-SA-0 @101010101010101010101010101010101010 -> 0000111
142-SA-1 @101010101010101010101010101010101010 -> 0000111
142-IN-76-SA-0 @101010101010101010101010101010101010 -> 0100111
142-IN-76-SA-1 @101010101010101010101010101010101010 -> 0000111
143-SA-0 @101010101010101010101010101010101010 -> 0000111
143-SA-1 @101010101010101010101010101010101010 -> 0000111
143-IN-82-SA-0 @101010101010101010101010101010101010 -> 0000111
143-IN-82-SA-1 @101010101010101010101010101010101010 -> 0000111
146-SA-0 @101010101010101010101010101010101010 -> 0000111
146-SA-1 @101010101010101010101010101010101010 -> 0000111
146-IN-89-SA-0 @101010101010101010101010101010101010 -> 1000111
146-IN-89-SA-1 @101010101010101010101010101010101010 -> 0000111
147-SA-0 @101010101010101010101010101010101010 -> 0000111
147-SA-1 @101010101010101010101010101010101010 -> 0000111
147-IN-95-SA-0 @101010101010101010101010101010101010 -> 0000111
147-IN-95-SA-1 @101010101010101010101010101010101010 -> 0000111
150-SA-0 @101010101010101010101010101010101010 -> 0000111
150-SA-1 @101010101010101010101010101010101010 -> 0000111
150-IN-102-SA-0 @101010101010101010101010101010101010 -> 0000111
150-IN-102-SA-1 @101010101010101010101010101010101010 -> 0000111
151-SA-0 @101010101010101010101010101010101010 -> 0000111
151-SA-1 @101010101010101010101010101010101010 -> 0000111
151-IN-108-SA-0 @101010101010101010101010101010101010 -> 0000111
151-IN-108-SA-1 @101010101010101010101010101010101010 -> 0000111
154-SA-0 @101010101010101010101010101010101010 -> 0000111
154-SA-1 @101010101010101010101010101010101010 -> 1110110
154-IN-118-SA-0 @101010101010101010101010101010101010 -> 1110110
154-IN-118-SA-1 @101010101010101010101010101010101010 -> 0000111
154-IN-4-SA-0 @101010101010101010101010101010101010 -> 1111110
154-IN-4-SA-1 @101010101010101010101010101010101010 -> 0000111
157-SA-0 @101010101010101010101010101010101010 -> 0000101
157-SA-1 @101010101010101010101010101010101010 -> 0000111
157-IN-8-SA-0 @101010101010101010101010101010101010 -> 0000111
157-IN-8-SA-1 @101010101010101010101010101010101010 -> 0000101
157-IN-119-SA-0 @101010101010101010101010101010101010 -> 0000111
157-IN-119-SA-1 @101010101010101010101010101010101010 -> 0000001
158-SA-0 @101010101010101010101010101010101010 -> 0000001
158-SA-1 @101010101010101010101010101010101010 -> 0000101
158-IN-14-SA-0 @101010101010101010101010101010101010 -> 0000111
158-IN-14-SA-1 @101010101010101010101010101010101010 -> 0000011
158-IN-119-SA-0 @101010101010101010101010101010101010 -> 0000111
158-IN-119-SA-1 @101010101010101010101010101010101010 -> 0000011
159-SA-0 @101010101010101010101010101010101010 -> 0000111
159-SA-1 @101010101010101010101010101010101010 -> 0000011
159-IN-122-SA-0 @101010101010101010101010101010101010 -> 0000111
159-IN-122-SA-1 @101010101010101010101010101010101010 -> 0000111
159-IN-17-SA-0 @101010101010101010101010101010101010 -> 0000111
159-IN-17-SA-1 @101010101010101010101010101010101010 -> 0000111
162-SA-0 @101010101010101010101010101010101010 -> 0000111
162-SA-1 @101010101010101010101010101010101010 -> 0000111
162-IN-126-SA-0 @101010101010101010101010101010101010 -> 0000111
162-IN-126-SA-1 @101010101010101010101010101010101010 -> 0000111
162-IN-30-SA-0 @101010101010101010101010101010101010 -> 0000111
162-IN-30-SA-1 @101010101010101010101010101010101010 -> 0000111
165-SA-0 @101010101010101010101010101010101010 -> 0000111
165-SA-1 @101010101010101010101010101010101010 -> 0000111
165-IN-130-SA-0 @101010101010101010101010101010101010 -> 0000111
165-IN-130-SA-1 @101010101010101010101010101010101010 -> 0000111
165-IN-43-SA-0 @101010101010101010101010101010101010 -> 0000111
165-IN-43-SA-1 @101010101010101010101010101010101010 -> 0000111
177-IN-146-SA-1 @101010101010101010101010101010101010 -> 0000111
177-IN-95-SA-0 @101010101010101010101010101010101010 -> 0000111
177-IN-95-SA-1 @101010101010101010101010101010101010 -> 0000111
180-SA-0 @101010101010101010101010101010101010 -> 0000111
180-SA-1 @101010101010101010101010101010101010 -> 0000111
180-IN-150-SA-0 @101010101010101010101010101010101010 -> 0000111
180-IN-150-SA-1 @101010101010101010101010101010101010 -> 0000111
180-IN-108-SA-0 @101010101010101010101010101010101010 -> 0000111
180-IN-108-SA-1 @101010101010101010101010101010101010 -> 0000111
183-SA-0 @101010101010101010101010101010101010 -> 0000111
183-SA-1 @101010101010101010101010101010101010 -> 0000111
183-IN-21-SA-0 @101010101010101010101010101010101010 -> 0000111
183-IN-21-SA-1 @101010101010101010101010101010101010 -> 0000111
183-IN-123-SA-0 @101010101010101010101010101010101010 -> 0000111
183-IN-123-SA-1 @101010101010101010101010101010101010 -> 0000111
184-SA-0 @101010101010101010101010101010101010 -> 0000111
184-SA-1 @101010101010101010101010101010101010 -> 0000111
184-IN-27-SA-0 @101010101010101010101010101010101010 -> 0000111
184-IN-27-SA-1 @101010101010101010101010101010101010 -> 0000111
184-IN-123-SA-0 @101010101010101010101010101010101010 -> 0000111
184-IN-123-SA-1 @101010101010101010101010101010101010 -> 0000111
185-SA-0 @101010101010101010101010101010101010 -> 0000111
185-SA-1 @101010101010101010101010101010101010 -> 0000111
185-IN-34-SA-0 @101010101010101010101010101010101010 -> 0000111
185-IN-34-SA-1 @101010101010101010101010101010101010 -> 0000111
185-IN-127-SA-0 @101010101010101010101010101010101010 -> 0000111
185-IN-127-SA-1 @101010101010101010101010101010101010 -> 0000111
186-SA-0 @101010101010101010101010101010101010 -> 0000111
186-SA-1 @101010101010101010101010101010101010 -> 0000111
186-IN-40-SA-0 @101010101010101010101010101010101010 -> 0000111
186-IN-40-SA-1 @101010101010101010101010101010101010 -> 0000111
186-IN-127-SA-0 @101010101010101010101010101010101010 -> 0000111
186-IN-127-SA-1 @101010101010101010101010101010101010 -> 0000111
187-SA-0 @101010101010101010101010101010101010 -> 0000111
187-SA-1 @101010101010101010101010101010101010 -> 0000111
187-IN-47-SA-0 @101010101010101010101010101010101010 -> 0000111
187-IN-47-SA-1 @101010101010101010101010101010101010 -> 0000111
187-IN-131-SA-0 @101010101010101010101010101010101010 -> 0000111
187-IN-131-SA-1 @101010101010101010101010101010101010 -> 0000111
188-SA-0 @101010101010101010101010101010101010 -> 0000111
188-SA-1 @101010101010101010101010101010101010 -> 0000111
188-IN-53-SA-0 @101010101010101010101010101010101010 -> 0000111
188-IN-53-SA-1 @101010101010101010101010101010101010 -> 0000111
188-IN-131-SA-0 @101010101010101010101010101010101010 -> 0000111
188-IN-131-SA-1 @101010101010101010101010101010101010 -> 0000111
189-SA-0 @101010101010101010101010101010101010 -> 0000111
189-SA-1 @101010101010101010101010101010101010 -> 0000111
189-IN-60-SA-0 @101010101010101010101010101010101010 -> 0000111
189-IN-60-SA-1 @101010101010101010101010101010101010 -> 0000111
189-IN-135-SA-0 @101010101010101010101010101010101010 -> 0000111
189-IN-135-SA-1 @101010101010101010101010101010101010 -> 0000111
190-SA-0 @101010101010101010101010101010101010 -> 0000111
190-SA-1 @101010101010101010101010101010101010 -> 0000111
190-IN-66-SA-0 @101010101010101010101010101010101010 -> 0000111
190-IN-66-SA-1 @101010101010101010101010101010101010 -> 0000111
190-IN-135-SA-0 @101010101010101010101010101010101010 -> 0000111
190-IN-135-SA-1 @101010101010101010101010101010101010 -> 0000111
191-SA-0 @101010101010101010101010101010101010 -> 0000111
191-SA-1 @101010101010101010101010101010101010 -> 0000111
191-IN-73-SA-0 @101010101010101010101010101010101010 -> 0000111
191-IN-73-SA-1 @101010101010101010101010101010101010 -> 0000111
191-IN-139-SA-0 @101010101010101010101010101010101010 -> 0000111
191-IN-139-SA-1 @101010101010101010101010101010101010 -> 0000111
192-SA-0 @101010101010101010101010101010101010 -> 0000111
192-SA-1 @101010101010101010101010101010101010 -> 0000111
192-IN-79-SA-0 @101010101010101010101010101010101010 -> 0000111
192-IN-79-SA-1 @101010101010101010101010101010101010 -> 0000111
192-IN-139-SA-0 @101010101010101010101010101010101010 -> 0000111
192-IN-139-SA-1 @101010101010101010101010101010101010 -> 0000111
193-SA-0 @101010101010101010101010101010101010 -> 0000111
193-SA-1 @101010101010101010101010101010101010 -> 0000111
193-IN-86-SA-0 @101010101010101010101010101010101010 -> 0000111
193-IN-86-SA-1 @101010101010101010101010101010101010 -> 0000111
193-IN-143-SA-0 @101010101010101010101010101010101010 -> 0000111
193-IN-143-SA-1 @101010101010101010101010101010101010 -> 0000111
194-SA-0 @101010101010101010101010101010101010 -> 0000111
194-SA-1 @101010101010101010101010101010101010 -> 0000111
194-IN-92-SA-0 @101010101010101010101010101010101010 -> 0000111
198-SA-0 @101010101010101010101010101010101010 -> 0000111
198-SA-1 @101010101010101010101010101010101010 -> 0000111
198-IN-115-SA-0 @101010101010101010101010101010101010 -> 0000111
198-IN-115-SA-1 @101010101010101010101010101010101010 -> 0000111
198-IN-151-SA-0 @101010101010101010101010101010101010 -> 0000111
198-IN-151-SA-1 @101010101010101010101010101010101010 -> 0000111
199-SA-0 @101010101010101010101010101010101010 -> 0000111
199-SA-1 @101010101010101010101010101010101010 -> 1110110
199-IN-154-SA-0 @101010101010101010101010101010101010 -> 0000111
199-IN-154-SA-1 @101010101010101010101010101010101010 -> 1110110
199-IN-159-SA-0 @101010101010101010101010101010101010 -> 0000111
199-IN-159-SA-1 @101010101010101010101010101010101010 -> 0000111
199-IN-162-SA-0 @101010101010101010101010101010101010 -> 0000111
199-IN-162-SA-1 @101010101010101010101010101010101010 -> 0000111
199-IN-165-SA-0 @101010101010101010101010101010101010 -> 0000111
199-IN-165-SA-1 @101010101010101010101010101010101010 -> 0000111
199-IN-168-SA-0 @101010101010101010101010101010101010 -> 0000111
199-IN-168-SA-1 @101010101010101010101010101010101010 -> 0000111
199-IN-171-SA-0 @101010101010101010101010101010101010 -> 0000111
199-IN-171-SA-1 @101010101010101010101010101010101010 -> 0000111
199-IN-174-SA-0 @101010101010101010101010101010101010 -> 0000111
199-IN-174-SA-1 @101010101010101010101010101010101010 -> 0000111
199-IN-177-SA-0 @101010101010101010101010101010101010 -> 0000111
199-IN-177-SA-1 @101010101010101010101010101010101010 -> 0000111
199-IN-180-SA-0 @101010101010101010101010101010101010 -> 0000111
199-IN-180-SA-1 @101010101010101010101010101010101010 -> 0000111
203-SA-0 @101010101010101010101010101010101010 -> 0000111
203-SA-1 @101010101010101010101010101010101010 -> 0000111
203-IN-199-SA-0 @101010101010101010101010101010101010 -> 0000111
203-IN-199-SA-1 @101010101010101010101010101010101010 -> 1110110
213-SA-0 @101010101010101010101010101010101010 -> 1110110
213-SA-1 @101010101010101010101010101010101010 -> 0000110
213-IN-199-SA-0 @101010101010101010101010101010101010 -> 0000111
213-IN-199-SA-1 @101010101010101010101010101010101010 -> 1110110
223-SA-0 @101010101010101010101010101010101010 -> 1110110
223-SA-1 @101010101010101010101010101010101010 -> 1110111
223-IN-199-SA-0 @101010101010101010101010101010101010 -> 0000111
223-IN-199-SA-1 @101010101010101010101010101010101010 -> 0000110
224-SA-0 @101010101010101010101010101010101010 -> 0000000
224-SA-1 @101010101010101010101010101010101010 -> 0000110
224-IN-203-SA-0 @101010101010101010101010101010101010 -> 0000111
224-IN-203-SA-1 @101010101010101010101010101010101010 -> 0000111
224-IN-154-SA-0 @101010101010101010101010101010101010 -> 0000111
224-IN-154-SA-1 @101010101010101010101010101010101010 -> 0000001
227-SA-0 @101010101010101010101010101010101010 -> 0000001
227-SA-1 @101010101010101010101010101010101010 -> 0000111
227-IN-203-SA-0 @101010101010101010101010101010101010 -> 0000111
227-IN-203-SA-1 @101010101010101010101010101010101010 -> 0000111
227-IN-159-SA-0 @101010101010101010101010101010101010 -> 0000111
227-IN-159-SA-1 @101010101010101010101010101010101010 -> 0000111
230-SA-0 @101010101010101010101010101010101010 -> 0000111
230-SA-1 @101010101010101010101010101010101010 -> 0000111
230-IN-203-SA-0 @101010101010101010101010101010101010 -> 0000111
230-IN-203-SA-1 @101010101010101010101010101010101010 -> 0000111
230-IN-162-SA-0 @101010101010101010101010101010101010 -> 0000111
230-IN-162-SA-1 @101010101010101010101010101010101010 -> 0000111
233-SA-0 @101010101010101010101010101010101010 -> 0000111
233-SA-1 @101010101010101010101010101010101010 -> 0000111
233-IN-203-SA-0 @101010101010101010101010101010101010 -> 0000111
233-IN-203-SA-1 @101010101010101010101010101010101010 -> 0000111
233-IN-165-SA-0 @101010101010101010101010101010101010 -> 0000111
233-IN-165-SA-1 @101010101010101010101010101010101010 -> 0000111
236-SA-0 @101010101010101010101010101010101010 -> 0000111
236-SA-1 @101010101010101010101010101010101010 -> 0000111
236-IN-203-SA-0 @101010101010101010101010101010101010 -> 0000111
236-IN-203-SA-1 @101010101010101010101010101010101010 -> 0000111
236-IN-168-SA-0 @101010101010101010101010101010101010 -> 0000111
236-IN-168-SA-1 @101010101010101010101010101010101010 -> 0000111
239-SA-0 @101010101010101010101010101010101010 -> 0000111
239-SA-1 @101010101010101010101010101010101010 -> 0000111
239-IN-203-SA-0 @101010101010101010101010101010101010 -> 0000111
239-IN-203-SA-1 @101010101010101010101010101010101010 -> 0000111
239-IN-171-SA-0 @101010101010101010101010101010101010 -> 0000111
239-IN-171-SA-1 @101010101010101010101010101010101010 -> 0000111
242-SA-0 @101010101010101010101010101010101010 -> 0000111
242-SA-1 @101010101010101010101010101010101010 -> 0000111
242-IN-1-SA-0 @101010101010101010101010101010101010 -> 0000111
242-IN-1-SA-1 @101010101010101010101010101010101010 -> 0000111
242-IN-213-SA-0 @101010101010101010101010101010101010 -> 1110111
242-IN-213-SA-1 @101010101010101010101010101010101010 -> 0000111
243-SA-0 @101010101010101010101010101010101010 -> 0000111
243-SA-1 @101010101010101010101010101010101010 -> 0000111
243-IN-203-SA-0 @101010101010101010101010101010101010 -> 0000111
243-IN-203-SA-1 @101010101010101010101010101010101010 -> 0000111
243-IN-174-SA-0 @101010101010101010101010101010101010 -> 0000111
243-IN-174-SA-1 @101010101010101010101010101010101010 -> 0000111
246-SA-0 @101010101010101010101010101010101010 -> 0000111
246-SA-1 @101010101010101010101010101010101010 -> 1110111
246-IN-213-SA-0 @101010101010101010101010101010101010 -> 1110111
246-IN-213-SA-1 @101010101010101010101010101010101010 -> 0000111
246-IN-11-SA-0 @101010101010101010101010101010101010 -> 1110111
246-IN-11-SA-1 @101010101010101010101010101010101010 -> 0000111
247-SA-0 @101010101010101010101010101010101010 -> 0000111
247-SA-1 @101010101010101010101010101010101010 -> 0000111
247-IN-203-SA-0 @101010101010101010101010101010101010 -> 0000111
247-IN-203-SA-1 @101010101010101010101010101010101010 -> 0000111
247-IN-177-SA-0 @101010101010101010101010101010101010 -> 0000111
247-IN-177-SA-1 @101010101010101010101010101010101010 -> 0000111
250-SA-0 @101010101010101010101010101010101010 -> 0000111
250-SA-1 @101010101010101010101010101010101010 -> 0110111
250-IN-213-SA-0 @101010101010101010101010101010101010 -> 0110111
250-IN-213-SA-1 @101010101010101010101010101010101010 -> 0000111
250-IN-24-SA-0 @101010101010101010101010101010101010 -> 0110111
250-IN-24-SA-1 @101010101010101010101010101010101010 -> 0000111
251-SA-0 @101010101010101010101010101010101010 -> 0000111
251-SA-1 @101010101010101010101010101010101010 -> 0000111
251-IN-203-SA-0 @101010101010101010101010101010101010 -> 0000111
251-IN-203-SA-1 @101010101010101010101010101010101010 -> 0000111
251-IN-180-SA-0 @101010101010101010101010101010101010 -> 0000111
251-IN-180-SA-1 @101010101010101010101010101010101010 -> 0000111
254-SA-0 @101010101010101010101010101010101010 -> 0000111
254-SA-1 @101010101010101010101010101010101010 -> 1010111
254-IN-213-SA-0 @101010101010101010101010101010101010 -> 1010111
254-IN-213-SA-1 @101010101010101010101010101010101010 -> 0000111
254-IN-37-SA-0 @101010101010101010101010101010101010 -> 1010111
254-IN-37-SA-1 @101010101010101010101010101010101010 -> 0000111
255-SA-0 @101010101010101010101010101010101010 -> 0000111
255-SA-1 @101010101010101010101010101010101010 -> 0010111
255-IN-213-SA-0 @101010101010101010101010101010101010 -> 0010111
255-IN-213-SA-1 @101010101010101010101010101010101010 -> 0000111
255-IN-50-SA-0 @101010101010101010101010101010101010 -> 0010111
255-IN-50-SA-1 @101010101010101010101010101010101010 -> 0000111
256-SA-0 @101010101010101010101010101010101010 -> 0000111
256-SA-1 @101010101010101010101010101010101010 -> 1100111
256-IN-213-SA-0 @101010101010101010101010101010101010 -> 1100111
256-IN-213-SA-1 @101010101010101010101010101010101010 -> 0000111
256-IN-63-SA-0 @101010101010101010101010101010101010 -> 1100111
256-IN-63-SA-1 @101010101010101010101010101010101010 -> 0000111
257-SA-0 @101010101010101010101010101010101010 -> 0000111
257-SA-1 @101010101010101010101010101010101010 -> 0100111
257-IN-213-SA-0 @101010101010101010101010101010101010 -> 0100111
257-IN-213-SA-1 @101010101010101010101010101010101010 -> 0000111
257-IN-76-SA-0 @101010101010101010101010101010101010 -> 0100111
257-IN-76-SA-1 @101010101010101010101010101010101010 -> 0000111
258-SA-0 @101010101010101010101010101010101010 -> 0000111
258-SA-1 @101010101010101010101010101010101010 -> 1000111
258-IN-213-SA-0 @101010101010101010101010101010101010 -> 1000111
258-IN-213-SA-1 @101010101010101010101010101010101010 -> 0000111
258-IN-89-SA-0 @101010101010101010101010101010101010 -> 1000111
258-IN-89-SA-1 @101010101010101010101010101010101010 -> 0000111
259-SA-0 @101010101010101010101010101010101010 -> 0000111
259-SA-1 @101010101010101010101010101010101010 -> 0000111
259-IN-213-SA-0 @101010101010101010101010101010101010 -> 0000111
259-IN-213-SA-1 @101010101010101010101010101010101010 -> 0000111
259-IN-102-SA-0 @101010101010101010101010101010101010 -> 0000111
259-IN-102-SA-1 @101010101010101010101010101010101010 -> 0000111
260-SA-0 @101010101010101010101010101010101010 -> 0000111
260-SA-1 @101010101010101010101010101010101010 -> 0000101
260-IN-224-SA-0 @101010101010101010101010101010101010 -> 0000001
260-IN-224-SA-1 @101010101010101010101010101010101010 -> 0000111
260-IN-157-SA-0 @101010101010101010101010101010101010 -> 0000101
260-IN-157-SA-1 @101010101010101010101010101010101010 -> 0000111
263-SA-0 @101010101010101010101010101010101010 -> 0000111
263-SA-1 @101010101010101010101010101010101010 -> 0000011
285-IN-251-SA-0 @101010101010101010101010101010101010 -> 0000111
285-IN-251-SA-1 @101010101010101010101010101010101010 -> 0000111
285-IN-197-SA-0 @101010101010101010101010101010101010 -> 0000111
285-IN-197-SA-1 @101010101010101010101010101010101010 -> 0000111
288-SA-0 @101010101010101010101010101010101010 -> 0000111
288-SA-1 @101010101010101010101010101010101010 -> 0000111
288-IN-227-SA-0 @101010101010101010101010101010101010 -> 0000111
288-IN-227-SA-1 @101010101010101010101010101010101010 -> 0000111
288-IN-184-SA-0 @101010101010101010101010101010101010 -> 0000111
288-IN-184-SA-1 @101010101010101010101010101010101010 -> 0000111
289-SA-0 @101010101010101010101010101010101010 -> 0000111
289-SA-1 @101010101010101010101010101010101010 -> 0000111
289-IN-230-SA-0 @101010101010101010101010101010101010 -> 0000111
289-IN-230-SA-1 @101010101010101010101010101010101010 -> 0000111
289-IN-186-SA-0 @101010101010101010101010101010101010 -> 0000111
289-IN-186-SA-1 @101010101010101010101010101010101010 -> 0000111
290-SA-0 @101010101010101010101010101010101010 -> 0000111
290-SA-1 @101010101010101010101010101010101010 -> 0000111
290-IN-233-SA-0 @101010101010101010101010101010101010 -> 0000111
290-IN-233-SA-1 @101010101010101010101010101010101010 -> 0000111
290-IN-188-SA-0 @101010101010101010101010101010101010 -> 0000111
290-IN-188-SA-1 @101010101010101010101010101010101010 -> 0000111
291-SA-0 @101010101010101010101010101010101010 -> 0000111
291-SA-1 @101010101010101010101010101010101010 -> 0000111
291-IN-236-SA-0 @101010101010101010101010101010101010 -> 0000111
291-IN-236-SA-1 @101010101010101010101010101010101010 -> 0000111
291-IN-190-SA-0 @101010101010101010101010101010101010 -> 0000111
291-IN-190-SA-1 @101010101010101010101010101010101010 -> 0000111
292-SA-0 @101010101010101010101010101010101010 -> 0000111
292-SA-1 @101010101010101010101010101010101010 -> 0000111
292-IN-239-SA-0 @101010101010101010101010101010101010 -> 0000111
292-IN-239-SA-1 @101010101010101010101010101010101010 -> 0000111
292-IN-192-SA-0 @101010101010101010101010101010101010 -> 0000111
292-IN-192-SA-1 @101010101010101010101010101010101010 -> 0000111
293-SA-0 @101010101010101010101010101010101010 -> 0000111
293-SA-1 @101010101010101010101010101010101010 -> 0000111
293-IN-243-SA-0 @101010101010101010101010101010101010 -> 0000111
293-IN-243-SA-1 @101010101010101010101010101010101010 -> 0000111
293-IN-194-SA-0 @101010101010101010101010101010101010 -> 0000111
293-IN-194-SA-1 @101010101010101010101010101010101010 -> 0000111
294-SA-0 @101010101010101010101010101010101010 -> 0000111
294-SA-1 @101010101010101010101010101010101010 -> 0000111
294-IN-247-SA-0 @101010101010101010101010101010101010 -> 0000111
294-IN-247-SA-1 @101010101010101010101010101010101010 -> 0000111
294-IN-196-SA-0 @101010101010101010101010101010101010 -> 0000111
294-IN-196-SA-1 @101010101010101010101010101010101010 -> 0000111
295-SA-0 @101010101010101010101010101010101010 -> 0000111
295-SA-1 @101010101010101010101010101010101010 -> 0000111
295-IN-251-SA-0 @101010101010101010101010101010101010 -> 0000111
295-IN-251-SA-1 @101010101010101010101010101010101010 -> 0000111
295-IN-198-SA-0 @101010101010101010101010101010101010 -> 0000111
295-IN-198-SA-1 @101010101010101010101010101010101010 -> 0000111
296-SA-0 @101010101010101010101010101010101010 -> 0000111
296-SA-1 @101010101010101010101010101010101010 -> 0000001
296-IN-260-SA-0 @101010101010101010101010101010101010 -> 0000111
296-IN-260-SA-1 @101010101010101010101010101010101010 -> 0000101
296-IN-264-SA-0 @101010101010101010101010101010101010 -> 0000111
296-IN-264-SA-1 @101010101010101010101010101010101010 -> 0000111
296-IN-267-SA-0 @101010101010101010101010101010101010 -> 0000111
296-IN-267-SA-1 @101010101010101010101010101010101010 -> 0000111
296-IN-270-SA-0 @101010101010101010101010101010101010 -> 0000111
296-IN-270-SA-1 @101010101010101010101010101010101010 -> 0000111
296-IN-273-SA-0 @101010101010101010101010101010101010 -> 0000111
296-IN-273-SA-1 @101010101010101010101010101010101010 -> 0000111
296-IN-276-SA-0 @101010101010101010101010101010101010 -> 0000111
296-IN-276-SA-1 @101010101010101010101010101010101010 -> 0000111
296-IN-279-SA-0 @101010101010101010101010101010101010 -> 0000111
296-IN-279-SA-1 @101010101010101010101010101010101010 -> 0000111
296-IN-282-SA-0 @101010101010101010101010101010101010 -> 0000111
296-IN-282-SA-1 @101010101010101010101010101010101010 -> 0000111
296-IN-285-SA-0 @101010101010101010101010101010101010 -> 0000111
296-IN-285-SA-1 @101010101010101010101010101010101010 -> 0000111
300-SA-0 @101010101010101010101010101010101010 -> 0000011
300-SA-1 @101010101010101010101010101010101010 -> 0000111
300-IN-263-SA-0 @101010101010101010101010101010101010 -> 0000111
300-IN-263-SA-1 @101010101010101010101010101010101010 -> 0000011
301-SA-0 @101010101010101010101010101010101010 -> 0000011
301-SA-1 @101010101010101010101010101010101010 -> 0000011
301-IN-288-SA-0 @101010101010101010101010101010101010 -> 0000111
301-IN-288-SA-1 @101010101010101010101010101010101010 -> 0000111
302-SA-0 @101010101010101010101010101010101010 -> 0000111
302-SA-1 @101010101010101010101010101010101010 -> 0000111
302-IN-289-SA-0 @101010101010101010101010101010101010 -> 0000111
302-IN-289-SA-1 @101010101010101010101010101010101010 -> 0000111
303-SA-0 @101010101010101010101010101010101010 -> 0000111
303-SA-1 @101010101010101010101010101010101010 -> 0000111
303-IN-290-SA-0 @101010101010101010101010101010101010 -> 0000111
303-IN-290-SA-1 @101010101010101010101010101010101010 -> 0000111
304-SA-0 @101010101010101010101010101010101010 -> 0000111
304-SA-1 @101010101010101010101010101010101010 -> 0000111
304-IN-291-SA-0 @101010101010101010101010101010101010 -> 0000111
304-IN-291-SA-1 @101010101010101010101010101010101010 -> 0000111
305-SA-0 @101010101010101010101010101010101010 -> 0000111
305-SA-1 @101010101010101010101010101010101010 -> 0000111
305-IN-292-SA-0 @101010101010101010101010101010101010 -> 0000111
305-IN-292-SA-1 @101010101010101010101010101010101010 -> 0000111
306-SA-0 @101010101010101010101010101010101010 -> 0000111
306-SA-1 @101010101010101010101010101010101010 -> 0000111
306-IN-293-SA-0 @101010101010101010101010101010101010 -> 0000111
306-IN-293-SA-1 @101010101010101010101010101010101010 -> 0000111
307-SA-0 @101010101010101010101010101010101010 -> 0000111
307-SA-1 @101010101010101010101010101010101010 -> 0000111
307-IN-294-SA-0 @101010101010101010101010101010101010 -> 0000111
307-IN-294-SA-1 @101010101010101010101010101010101010 -> 0000111
308-SA-0 @101010101010101010101010101010101010 -> 0000111
308-SA-1 @101010101010101010101010101010101010 -> 0000111
308-IN-295-SA-0 @101010101010101010101010101010101010 -> 0000111
308-IN-295-SA-1 @101010101010101010101010101010101010 -> 0000111
309-SA-0 @101010101010101010101010101010101010 -> 0000011
309-SA-1 @101010101010101010101010101010101010 -> 0000111
309-IN-296-SA-0 @101010101010101010101010101010101010 -> 0000111
309-IN-296-SA-1 @101010101010101010101010101010101010 -> 0000001
319-SA-0 @101010101010101010101010101010101010 -> 0000001
319-SA-1 @101010101010101010101010101010101010 -> 0000001
319-IN-296-SA-0 @101010101010101010101010101010101010 -> 0000111
319-IN-296-SA-1 @101010101010101010101010101010101010 -> 0000101
329-SA-0 @101010101010101010101010101010101010 -> 0000101
329-SA-1 @101010101010101010101010101010101010 -> 0000111
329-IN-296-SA-0 @101010101010101010101010101010101010 -> 0000111
329-IN-296-SA-1 @101010101010101010101010101010101010 -> 0000101
330-SA-0 @101010101010101010101010101010101010 -> 0000001
330-SA-1 @101010101010101010101010101010101010 -> 0000101
330-IN-309-SA-0 @101010101010101010101010101010101010 -> 0000011
330-IN-309-SA-1 @101010101010101010101010101010101010 -> 0000111
330-IN-260-SA-0 @101010101010101010101010101010101010 -> 0000111
330-IN-260-SA-1 @101010101010101010101010101010101010 -> 0000011
331-SA-0 @101010101010101010101010101010101010 -> 0000011
331-SA-1 @101010101010101010101010101010101010 -> 0000011
331-IN-309-SA-0 @101010101010101010101010101010101010 -> 0000111
331-IN-309-SA-1 @101010101010101010101010101010101010 -> 0000111
331-IN-264-SA-0 @101010101010101010101010101010101010 -> 0000111
331-IN-264-SA-1 @101010101010101010101010101010101010 -> 0000111
332-SA-0 @101010101010101010101010101010101010 -> 0000111
332-SA-1 @101010101010101010101010101010101010 -> 0000111
332-IN-309-SA-0 @101010101010101010101010101010101010 -> 0000111
332-IN-309-SA-1 @101010101010101010101010101010101010 -> 0000111
332-IN-267-SA-0 @101010101010101010101010101010101010 -> 0000111
332-IN-267-SA-1 @101010101010101010101010101010101010 -> 0000111
333-SA-0 @101010101010101010101010101010101010 -> 0000111
333-SA-1 @101010101010101010101010101010101010 -> 0000111
333-IN-309-SA-0 @101010101010101010101010101010101010 -> 0000111
333-IN-309-SA-1 @101010101010101010101010101010101010 -> 0000111
333-IN-270-SA-0 @101010101010101010101010101010101010 -> 0000111
333-IN-270-SA-1 @101010101010101010101010101010101010 -> 0000111
334-SA-0 @101010101010101010101010101010101010 -> 0000111
334-SA-1 @101010101010101010101010101010101010 -> 0000111
334-IN-8-SA-0 @101010101010101010101010101010101010 -> 0000111
334-IN-8-SA-1 @101010101010101010101010101010101010 -> 0000111
334-IN-319-SA-0 @101010101010101010101010101010101010 -> 0000111
334-IN-319-SA-1 @101010101010101010101010101010101010 -> 0000111
335-SA-0 @101010101010101010101010101010101010 -> 0000111
335-SA-1 @101010101010101010101010101010101010 -> 0000111
335-IN-309-SA-0 @101010101010101010101010101010101010 -> 0000111
335-IN-309-SA-1 @101010101010101010101010101010101010 -> 0000111
